"exposure"	"outcome"	"id.exposure"	"id.outcome"	"samplesize"	"SNP"	"b"	"se"	"p"
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs736374"	0.509228043645939	0.0614953776525837	1.22398651262241e-16
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs7649344"	0.511420205914424	0.0613477545697823	7.65782488593998e-17
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs7849424"	0.521493444358587	0.0592399637415971	1.33125537805172e-18
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs7905731"	0.507433605697503	0.0611639776822547	1.07420388923836e-16
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs8008961"	0.506031571227941	0.0608887138170622	9.50899674357623e-17
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs8043085"	0.500263232324938	0.060055386462188	8.08211732270096e-17
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs8054578"	0.510768565848796	0.0613967135472128	8.85951960106829e-17
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs853303"	0.52035724410748	0.0613642417627503	2.25557777099931e-17
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs911760"	0.508420069120388	0.060970028717792	7.50149891913424e-17
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs925489"	0.549775063712187	0.0609102680981639	1.78088690402437e-19
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs926103"	0.511954558558418	0.0611196099891721	5.46299611489039e-17
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs933243"	0.511340563481794	0.0618764466748332	1.40992634943488e-16
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs9511151"	0.512125168508499	0.0620234527042734	1.49429464638479e-16
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"All"	0.512244356018958	0.0605550068731606	2.69315511646633e-17
