"exposure"	"outcome"	"id.exposure"	"id.outcome"	"samplesize"	"SNP"	"b"	"se"	"p"
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs13090803"	0.746404298047018	0.173102280261266	1.61838284853099e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs13145888"	0.754367039288374	0.173240066322984	1.33394982532281e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs13212936"	0.759443841550047	0.172712161608153	1.09674061096751e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs13333582"	0.758572597520731	0.172707843265211	1.12193836131316e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs13399762"	0.75611100487182	0.172752509218903	1.20409381485356e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs1534430"	0.754604385826123	0.173052573540547	1.29735978468109e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs1549142"	0.75621563256496	0.172977933718272	1.23256729867565e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs1561924"	0.744840420357594	0.172514211005721	1.57763681857476e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs17020149"	0.76101053086353	0.17340947409069	1.14125894819131e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs17184142"	0.76626255318582	0.172706089579828	9.13056242743291e-06
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs1790604"	0.751408158833107	0.173082005319068	1.41615171229952e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs2079174"	0.752938636567262	0.175034996905126	1.69533825303884e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs2111485"	0.75464435345206	0.173476802940708	1.36065042795123e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs2160316"	0.755166287926783	0.172627800929889	1.21691821872234e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs221786"	0.751064378734246	0.172808238751263	1.38497246075419e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs229540"	0.757539126420936	0.17372356369422	1.29705759807741e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs2445610"	0.754103521720989	0.173048241167891	1.3139751926232e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs244672"	0.746229270805286	0.172595693628542	1.53525574041033e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs2476601"	0.497313272608385	0.165372837053286	0.00263644845550686
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs2524280"	0.901534025115439	0.1546068885573	5.5050797817873e-09
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs2745803"	0.754369247346103	0.172558516056562	1.23298614014875e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs28157"	0.741840361652502	0.172127827019491	1.63385718191087e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs2856822"	0.647796684496755	0.16101941277214	5.74378747254781e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs3130969"	0.853972304225426	0.169623207410784	4.7903477830162e-07
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs3184504"	0.760681005875673	0.178804783002583	2.09746883164735e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs34451538"	0.752330732366419	0.173276829963842	1.41329830962469e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs35703946"	0.751865170530002	0.172669449403502	1.33455436708497e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs3775291"	0.761697048744925	0.172809123447451	1.04456605185752e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs3800373"	0.750966968508208	0.17279308004819	1.38612437172992e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs3850765"	0.753415546853898	0.172791190658657	1.29904456506769e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs4081335"	0.75831119546051	0.172128730112726	1.05545597822927e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs4263621"	0.748002257605733	0.172721698432338	1.486501508037e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs4276275"	0.746656193829704	0.172446504854892	1.49255369317189e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs4409785"	0.747157835079182	0.173941446405385	1.74334589000369e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs4444866"	0.757145507623636	0.172548105291185	1.14384301262574e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs453325"	0.745903722267094	0.173554063289679	1.72487944188891e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs60600003"	0.748172480333263	0.172772229798549	1.48840227433044e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs61759532"	0.750915869771895	0.172717949722917	1.37608768550597e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs62076510"	0.75855149136972	0.17257845198876	1.10568474945238e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs6426808"	0.760161771222455	0.172511828516152	1.0508691347855e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs654537"	0.771374555536293	0.17444235757654	9.78162430673455e-06
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs6833591"	0.750614041084827	0.172810863419446	1.40193321230912e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs683763"	0.759452444647735	0.17264434868483	1.08779983566375e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs6992869"	0.754284199889106	0.172635373456488	1.24683583672259e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs7006080"	0.749716813468536	0.1725501593193	1.3932578508794e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs705702"	0.769877709921492	0.171761079904159	7.38569006594738e-06
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs7090530"	0.741594986146143	0.172966472882416	1.80689457576153e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs71508903"	0.733647903650183	0.172997963312048	2.2273519496407e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs72834698"	0.75834197704865	0.172441898825975	1.09420893724346e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs736374"	0.753107890292649	0.173348613548353	1.39612176558414e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs7441808"	0.73521863244403	0.17116188381719	1.74333274670828e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs7649344"	0.754274054609117	0.172621073291447	1.24510613639053e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs7849424"	0.761754187580416	0.172371980778725	9.90458515325289e-06
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs7905731"	0.751720510269659	0.172657123885531	1.33776830797776e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs8008961"	0.744515551656194	0.17249913294487	1.58843224887692e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs8043085"	0.737656221831321	0.172160816236231	1.82991802913546e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs8054578"	0.754794132822139	0.172692368584402	1.23823902399636e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs853303"	0.755924145519875	0.17297909156612	1.24228395916311e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs911760"	0.750022013995604	0.172569720613493	1.38518129134401e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs925489"	0.781431011903928	0.176588273096012	9.63717155641807e-06
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs926103"	0.749319969092716	0.172658481711815	1.42549732756881e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs9275964"	0.836495631479758	0.157647399023829	1.11984752955615e-07
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs933243"	0.75835448801674	0.173716137026226	1.26843353177017e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs9497965"	0.760277772471777	0.172714366579992	1.07288679643323e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs9815073"	0.776206595345831	0.173475575022683	7.66107120925111e-06
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"All"	0.753781375857677	0.171283891348735	1.07866353710208e-05
