"exposure"	"outcome"	"id.exposure"	"id.outcome"	"samplesize"	"SNP"	"b"	"se"	"p"
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs17020149"	0.219948564161569	0.297691685907742	0.460000000000001
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs17184142"	-0.456679568243623	0.340613726421512	0.180000000000001
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs1790604"	1.03925247898993	0.378963231620335	0.00610000000000012
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs2079174"	0.781053056841222	0.198748983390903	8.49999999999998e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs2111485"	0.685533004883293	0.307937014048559	0.0259999999999995
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs2160316"	0.293755495319584	0.62808691379099	0.639999999999999
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs221786"	1.25449249363808	0.468393774643061	0.00739999999999993
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs229540"	0.517382321432821	0.275087239339029	0.0599999999999995
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs2445610"	0.71154697128197	0.395497643305111	0.0719999999999998
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs244672"	1.94794201812177	0.434063525443274	7.20000000000042e-06
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs2476601"	2.51125263551799	0.0964258522183518	1.60000000000254e-149
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs2524280"	-2.77741544618918	0.171704328653493	7.50000000000174e-59
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs2745803"	0.460155248588893	0.769799169501972	0.550000000000001
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs28157"	2.5817714169359	0.427136945861549	1.50000000000004e-09
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs2856822"	4.08886629055112	0.196070442850261	1.40000000000036e-96
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs3130969"	-1.10503826238377	0.152156727633501	3.79999999999857e-13
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs3184504"	0.663079144068089	0.129420513975447	3e-07
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs34451538"	0.893603296873614	0.339574866200133	0.00849999999999965
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs35703946"	1.27795175567465	0.570157134162234	0.0250000000000003
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs3775291"	-0.211096239582473	0.381463802889187	0.58
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs3800373"	1.28401559967663	0.473562068384225	0.00670000000000006
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs3850765"	0.832573565480271	0.506168787202872	0.1
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs4081335"	-1.71394825781563	0.803884287825969	0.0329999999999999
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs4263621"	1.6868814046597	0.438592324137168	0.000120000000000004
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs4276275"	2.16597742145888	0.485656647801138	8.19999999999996e-06
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs4409785"	1.10102643014414	0.251514411292947	1.20000000000003e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs4444866"	-0.263691153915058	0.599416372345916	0.659999999999999
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs453325"	1.26804793832221	0.280145574824705	6.0000000000002e-06
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs60600003"	1.61283513717131	0.427239744689734	0.000160000000000004
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs61759532"	1.38109128515069	0.51028996893351	0.00680000000000002
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs62076510"	-0.325817909361827	0.518813358266361	0.530000000000001
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs6426808"	-0.528254839024059	0.488980266358612	0.279999999999998
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs654537"	0.142065968188958	0.205800597158149	0.490000000000001
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs6833591"	1.31529999805432	0.459455526805502	0.00419999999999995
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs683763"	-0.278237201464322	0.465466312225297	0.549999999999999
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs6992869"	0.577846275403571	0.644577182777663	0.369999999999998
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs7006080"	1.83540014039992	0.562382318348581	0.00110000000000001
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs705702"	-1.35491556228398	0.395350073180365	0.00061
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs7090530"	1.76104645681671	0.314726069332221	2.19999999999996e-08
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs71508903"	1.91114666105591	0.26315271775899	3.7999999999997e-13
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs72834698"	-0.620007588467445	0.598212673146576	0.300000000000001
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs736374"	0.814234588476847	0.327822149460286	0.0129999999999999
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs7441808"	3.36528495075733	0.409589900671933	2.09999999999941e-16
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs7649344"	0.570806993960164	0.664024504046117	0.390000000000002
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs7849424"	-0.789494690046929	0.479978690572094	0.0999999999999995
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs7905731"	1.32772857632528	0.575276216429648	0.0210000000000001
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs8008961"	2.11729517878331	0.41883730382331	4.29999999999982e-07
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs8043085"	2.46005726437714	0.355633099338152	4.59999999999972e-12
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs8054578"	0.472946900705527	0.57403878764202	0.410000000000001
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs853303"	0.452025986920072	0.409791796829226	0.27
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs911760"	1.76379722965615	0.565068033896981	0.00180000000000002
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs925489"	0.256579546936832	0.149920308772251	0.0869999999999999
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs926103"	1.66817076365281	0.493825551612705	0.000730000000000015
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs9275964"	-4.15954052222069	0.267429661138083	1.49999999999979e-54
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs933243"	0.467874411305948	0.274245316478547	0.0879999999999999
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs9497965"	-0.235788109385309	0.426083520294216	0.579999999999999
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs9815073"	-0.240087604621566	0.231647886931575	0.300000000000001
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"All - Inverse variance weighted"	0.753781375857677	0.171283891348735	1.07866353710208e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"All - MR Egger"	0.907402914388807	0.369903094501911	0.0164251042793913
