"exposure"	"outcome"	"id.exposure"	"id.outcome"	"samplesize"	"SNP"	"b"	"se"	"p"
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs28559870"	3.52347222081576	0.606183942916584	6.15296662641241e-09
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs2856822"	2.82278089295865	0.585043755902431	1.40069595462418e-06
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs2858483"	3.23825176833744	0.656334678051398	8.06275652215516e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs2921071"	3.24972126559721	0.65141644873878	6.07869452597623e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs3130969"	3.70021117392767	0.614184045770436	1.69531823570176e-09
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs3184504"	3.31133327252672	0.679891131389117	1.11379598067085e-06
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs34001253"	3.27862259378171	0.649151773681568	4.40365348138257e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs34451538"	3.21616869856815	0.655222437843838	9.17689441677284e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs34801483"	3.20274963216539	0.654579989077877	9.93954679254619e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs35776863"	3.20577103291257	0.65261956514639	9.00789833238044e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs35782497"	3.22410980761424	0.651772630820754	7.54904155670821e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs41308311"	3.13094950244103	0.635464443889882	8.34908736196634e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs440674"	3.19547166069813	0.65745026836043	1.17148469422014e-06
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs4409785"	3.20007782032426	0.657574794454495	1.13600587741405e-06
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs4915076"	3.31201146832564	0.65849959409187	4.9141883183352e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs56249713"	3.2143167259146	0.654264847769172	8.97537820858619e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs683763"	3.25064249486158	0.652050590227348	6.1878168003367e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs7072793"	3.16226412854736	0.653454689851032	1.30296387679861e-06
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs71508903"	3.1494374507651	0.654172387669814	1.47654218975144e-06
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs71571466"	3.21537276863321	0.654029619944408	8.82179696531705e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs72928038"	3.220804656392	0.660079878949286	1.06400154721885e-06
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs73402705"	3.26892751152501	0.650721504472975	5.07268393652307e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs744253"	3.19474855523807	0.655774004330657	1.10629837284569e-06
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs7655751"	3.22416051200051	0.655034672224885	8.56108533459704e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs7751251"	3.2280542361802	0.65281674984795	7.62184983851755e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs853303"	3.22968546086575	0.6539379953812	7.85946171921923e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs9356551"	3.2559597698697	0.657828888573741	7.43836434959289e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs9366622"	3.2265190382387	0.653833882267999	8.02457624036685e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs9507287"	3.22543005182571	0.656160683671999	8.8506414095048e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs9815073"	3.31456157882826	0.652557339794616	3.78745353601643e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"All"	3.21573305326934	0.64452323883076	6.05920246978908e-07
